listing-location,location_encoded,bed,bath,listing-floorarea,listing-floorarea 2,price
"jl.benda 11,tangsel, BSD, Tangerang Selatan, Banten",1,3.0,2.0,50.0,10750000.0,
"jl benda 11,Pamulang 2,tangsel, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,50.0,10750000.0,
"jl.benda 11,Pamulang 2, tangsel, Ciputat Timur, Tangerang Selatan, Banten",7,3.0,2.0,50.0,10733333.0,
"jl.benda 11,Pamulang 2,Tangsel,, Alam Sutera, Tangerang Selatan, Banten",0,3.0,2.0,50.0,10750018.0,
"jl.benda 11,Pamulang 2,tangsel, Ciputat Timur, Tangerang Selatan, Banten",7,3.0,2.0,50.0,10750000.0,
"Jln kebon kopi, Pamulang, Tangerang Selatan, Banten",11,3.0,3.0,66.0,10000000.0,
"bsd city, Gading Serpong, Tangerang Selatan, Banten",8,3.0,3.0,118.0,25510204.0,25000000.0
"bsd city, Pondok Aren, Tangerang Selatan, Banten",12,3.0,3.0,118.0,25510204.0,25000000.0
"Jln kebon kopi gg betet, Alam Sutera, Tangerang Selatan, Banten",0,3.0,3.0,66.0,10000000.0,
"Jln kebon kopi pengasinan, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,66.0,10000000.0,
"Cluster Celesta, Serpong Utara, Tangerang Selatan, Banten",14,3.0,1.0,72.0,15000000.0,12000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,144.0,17986111.0,12950000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,100.0,16778523.0,25000000.0
"JL. Benda Pamulang, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,70.0,12714286.0,
"Jl. Alam Utama, RT.002/RW.003, Pakualam, Serpong Utara, Tangerang Selatan, Banten",14,5.0,4.0,277.0,43055556.0,62000000.0
"BSD, Tangerang Selatan, Banten",1,5.0,4.0,401.0,30000000.0,69000000.0
"Jl. Alam Utama, RT.002/RW.003, Pakualam, Serpong Utara, Tangerang Selatan, Banten",14,4.0,3.0,195.0,37962963.0,41000000.0
"Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,90.0,12083333.0,14500000.0
"BSD, Tangerang Selatan, Banten",1,4.0,3.0,180.0,10769231.0,14000000.0
"Medang, Pagedangan, gading serpong, BSD, Tangerang Selatan, Banten",1,3.0,2.0,69.0,26488333.0,15893000.0
"BSD, Tangerang Selatan, Banten",1,5.0,5.0,480.0,32156863.0,82000000.0
"gading serpong, Serpong Utara, Tangerang Selatan, Banten",14,3.0,2.0,92.0,28571429.0,24000000.0
"gading serpong, Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,92.0,28571429.0,24000000.0
"Emerald Bintaro, Pondok Aren, Tangerang Selatan, Banten",12,4.0,4.0,89.0,27976190.0,23500000.0
"Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,43.0,9375000.0,
"Jl. Danau Maninjau, BSD, Tangerang Selatan, Banten",1,5.0,7.0,800.0,23291925.0,150000000.0
"Jl Red Diamond, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",13,6.0,7.0,240.0,36875000.0,59000000.0
"Fortune Spring Graha, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,53.0,14444444.0,13000000.0
"BSD, Tangerang Selatan, Banten",1,3.0,2.0,107.0,11848341.0,25000000.0
"Nara Village, Jalan Proklamasi, Gading Serpong, Tangerang, Gading Serpong, Tangerang Selatan, Banten",8,3.0,3.0,116.0,29166667.0,35000000.0
"Jopos Graha Lestari, Pondok Aren, Tangerang Selatan, Banten",12,3.0,3.0,250.0,5882353.0,20000000.0
"Kebayoran Residence, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,84.0,30555556.0,22000000.0
"Alam Sutera, Tangerang Selatan, Banten",0,3.0,3.0,110.0,17714286.0,31000000.0
"Jalan Garuda, Pondok Aren, Tangerang Selatan, Banten",12,3.0,3.0,130.0,13839286.0,15500000.0
"Kebayoran Bintaro Sektor 7, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,244.0,24504902.0,49990000.0
"Cluster Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",8,4.0,4.0,150.0,18333333.0,22000000.0
"Pamulang, Tangerang Selatan, Banten",11,4.0,3.0,220.0,6470588.0,16499999.99
"gading serpong, Serpong Utara, Tangerang Selatan, Banten",14,3.0,2.0,132.0,25892857.0,29000000.0
"gading serpong, Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,132.0,25892857.0,29000000.0
"Flo Residence, Ciputat Timur, Tangerang Selatan, Banten",7,3.0,3.0,120.0,18897638.0,24000000.0
"BSD, Tangerang Selatan, Banten",1,6.0,7.0,300.0,27500000.0,55000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,131.0,13443396.0,28500000.0
"Bintaro, Bintaro, Tangerang Selatan, Banten",2,10.0,4.0,750.0,12101210.0,110000000.0
"BSD, Tangerang Selatan, Banten",1,2.0,2.0,110.0,10400000.0,13000000.0
"Jl. Bumi Botanika, Serpong, Tangerang Selatan, Banten",13,4.0,4.0,250.0,29669724.0,92272842.0
"BSD, Tangerang Selatan, Banten",1,5.0,4.0,150.0,21938776.0,21500000.0
"Jl. Hasyim Ashari, Cipondoh, Ciledug, Tangerang Selatan, Banten",4,2.0,2.0,50.0,833333.0,
"Fortune garden, Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,55.0,20230000.0,12138000.0
"Jl. Pondok Hijau Golf Raya Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",8,5.0,4.0,230.0,18333333.0,44000000.0
"Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,133.0,20634921.0,26000000.0
"Kebayoran Bintaro Sektor 7, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,172.0,25000000.0,34000000.0
"Serpong Utara, Tangerang Selatan, Banten",14,6.0,4.0,300.0,7494145.0,32000000.0
"Jalan gandasasmita, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,91.0,15384615.0,
"Kebayoran Bintaro Sektor 7, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,250.0,31862745.0,65000000.0
"Jombang raya, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,64.0,21333333.0,12800000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,156.0,16666667.0,15000000.0
"Jl Elang, Bintaro, Tangerang Selatan, Banten",2,7.0,4.0,700.0,13888889.0,125000000.0
"Jl Bintaro Jaya Sektor 9 -Taman Puri Bintaro, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,179.0,18888889.0,42500000.0
"Jl Bintaro Jaya Sektor 9 -Taman Puri Bintaro, Bintaro, Tangerang Selatan, Banten",2,5.0,2.0,500.0,14732143.0,82500000.0
"Jl Perkutut, Bintaro, Tangerang Selatan, Banten",2,3.0,1.0,200.0,12222222.0,22000000.0
"Pamulang, Tangerang Selatan, Banten",11,3.0,1.0,40.0,10606061.0,
"Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,220.0,36111111.0,65000000.0
"Jl. Bumi Botanika, Serpong, Tangerang Selatan, Banten",13,4.0,4.0,250.0,28680733.0,89197080.6
"Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,250.0,10000000.0,40000000.0
"Pamulang, Tangerang Selatan, Banten",11,4.0,2.0,200.0,6730769.0,
"Jl Bintaro Jaya Sektor 9 -Taman Puri Bintaro, Bintaro, Tangerang Selatan, Banten",2,5.0,6.0,350.0,33333333.0,75000000.0
"Jl Cirendeu Raya, Ciputat Timur, Tangerang Selatan, Banten",7,3.0,3.0,115.0,20253165.0,16000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,117.0,25714286.0,27000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,6.0,3.0,250.0,10833333.0,39000000.0
"Derio, Serpong, Tangerang Selatan, Banten",13,4.0,3.0,260.0,20486111.0,29500000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,170.0,19172932.0,25500000.0
"Bintaro jaya sektor 5, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,186.0,13888889.0,35000000.0
"Bintaro pondok ranji, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,310.0,16071429.0,33750000.0
"Discovery Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,160.0,31111111.0,42000000.0
"Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,100.0,7596154.0,39500000.0
"Bintaro JayaSektor 5, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,260.0,18750000.0,49500000.0
"Bintaro Jaya sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,5.0,350.0,30152672.0,39500000.0
"DEKAT MALL  BINTARO PLAZA, Bintaro, Tangerang Selatan, Banten",2,4.0,5.0,350.0,9800000.0,49000000.0
"Bintaro Jaya Sektor 3deket Mall Plaza Bintaro, Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,412.0,21527778.0,77500000.0
"JL NUSA, Bintaro, Tangerang Selatan, Banten",2,4.0,5.0,350.0,9800000.0,49000000.0
"Bintaro Jaya sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,170.0,26495726.0,31000000.0
"Bintaro jaya, Bintaro, Tangerang Selatan, Banten",2,4.0,5.0,575.0,19166667.0,115000000.0
"Ciputat, Tangerang Selatan, Banten",6,2.0,2.0,100.0,12291667.0,11800000.0
"Jl Cirendeu Raya, Ciputat Timur, Tangerang Selatan, Banten",7,3.0,3.0,600.0,10350877.0,59000000.0
"Discovery Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,117.0,27619048.0,29000000.0
"Pamulang, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,92.0,9210526.0,21000000.0
"Pinguin, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,500.0,21500000.0,107500000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,190.0,12777778.0,23000000.0
"Pondok Aren, Tangerang Selatan, Banten",12,2.0,1.0,51.0,10511364.0,
"Kebayoran residence, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,99.0,30952381.0,26000000.0
"Pondok Aren, Tangerang Selatan, Banten",12,2.0,1.0,51.0,11842105.0,
"Gelatik, Bintaro, Tangerang Selatan, Banten",2,6.0,3.0,250.0,16287879.0,64500000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,2.0,210.0,10714286.0,18000000.0
"Pisok, Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,120.0,21250000.0,17000000.0
"Ciputat, Tangerang Selatan, Banten",6,5.0,4.0,200.0,13888889.0,25000000.0
"Cucur, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,150.0,10472973.0,15500000.0
"Fortune, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,132.0,26666667.0,32000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,188.0,15333333.0,23000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,4.0,250.0,10909091.0,30000000.0
"Jl. Kemang, Buaran, Serpong, Tangerang Selatan, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,55.0,12500000.0,
"Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,200.0,21153846.0,33000000.0
"Jl. Alip Gede, Serua, Ciputat, Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",6,5.0,4.0,114.0,14940333.0,13446300.0
"Jl Cilalung 3 Jombang, Ciputat, Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,40.0,11271750.0,
"Jl Cilalung 3 Jombang, Ciputat, Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,40.0,10735000.0,
"Discovery Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,250.0,27500000.0,55000000.0
"BSD, Tangerang Selatan, Banten",1,4.0,3.0,200.0,12820513.0,40000000.0
"Provence parklan, BSD, Tangerang Selatan, Banten",1,3.0,3.0,200.0,17378049.0,28500000.0
"Icon bsd city, BSD, Tangerang Selatan, Banten",1,5.0,5.0,401.0,30000000.0,69000000.0
"Cluster edelweis, BSD, Tangerang Selatan, Banten",1,4.0,4.0,175.0,13666667.0,41000000.0
"Greenwich, BSD, Tangerang Selatan, Banten",1,4.0,4.0,170.0,23504274.0,55000000.0
"Jalan Ciputat, Ciputat, Tangerang Selatan, Banten",6,4.0,3.0,180.0,12500000.0,18000000.0
"Icon Cosmo, BSD, Tangerang Selatan, Banten",1,5.0,4.0,355.0,28110599.0,61000000.0
"Bintaro, Tangerang Selatan, Banten",2,10.0,5.0,290.0,15384615.0,30000000.0
"jl. sutra, Alam Sutera, Tangerang Selatan, Banten",0,5.0,5.0,700.0,29600000.0,88800000.00000001
"Jalan Garuda Kencana, BSD, Tangerang Selatan, Banten",1,3.0,3.0,200.0,16981132.0,45000000.0
"Ciater BSD Tangerang Selatan Banten, BSD, Tangerang Selatan, Banten",1,4.0,3.0,100.0,21688312.0,16700000.0
"Jalan Palapa, Serpong, Tangerang Selatan, Banten",13,2.0,2.0,69.0,16129032.0,10000000.0
"Dekat RC veteran jaksel, Bintaro, Tangerang Selatan, Banten",2,3.0,4.0,425.0,22014925.0,59000000.0
"Pondok Aren, Tangerang Selatan, Banten",12,2.0,1.0,50.0,8333333.0,
"Graha Raya Bintaro, Serpong Utara, Tangerang Selatan, Banten",14,5.0,3.0,120.0,26388889.0,19000000.0
"Lengkong Gudang, Kec. Serpong, Kota Tangsel, BSD, Tangerang Selatan, Banten",1,4.0,3.0,140.0,18333333.0,33000000.0
"Jl. Puspitek Raya, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,71.0,16250000.0,
"Jl. Puspitek Raya, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,88.0,17742857.0,12420000.0
"Tangerang selatan, Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,65.0,16500000.0,
"Jl bulak wangi, Ciputat Timur, Tangerang Selatan, Banten",7,3.0,2.0,73.0,17692308.0,13799999.999999998
"Gading serpong, Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,175.0,11833333.0,35500000.0
"Pamulang, Tangerang Selatan, Banten",11,5.0,2.0,190.0,7870370.0,
"Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,320.0,14473684.0,27500000.0
"Jl.Mertilang Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,80.0,16406250.0,15750000.0
"Griya MM 12, Ciputat, Tangerang Selatan, Banten",6,4.0,2.0,156.0,12952381.0,13600000.000000002
"Serpong City Paradise Cluster Rasamala, Serpong, Tangerang Selatan, Banten",13,2.0,2.0,99.0,13733333.0,10300000.0
"Pondok Aren Residence, Pondok Aren, Tangerang Selatan, Banten",12,2.0,1.0,45.0,13000000.0,
"Pamulang, Tangerang Selatan, Banten",11,2.0,2.0,90.0,9360000.0,14040000.0
"Pondok Jati Residence, Pondok Aren, Tangerang Selatan, Banten",12,4.0,2.0,70.0,10937500.0,10500000.0
"Alegria Park, BSD City, BSD, Tangerang Selatan, Banten",1,3.0,2.0,91.0,22619048.0,19000000.0
"Jl. Kesadaran, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,45.0,9691176.0,
"Jl Nusa Loka, BSD, Tangerang Selatan, Banten",1,4.0,3.0,140.0,11304348.0,26000000.0
"Perumahan Cendana Green Village, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,36.0,7571429.0,
"Serpong Lagoon Cluster Pelican, Setu, Tangerang Selatan, Banten",16,2.0,2.0,59.0,11904762.0,10000000.0
"Serpong, Tangerang Selatan, Banten",13,3.0,3.0,95.0,16324347.0,17140564.03
"Bintaro raya, ciputat,pondok aren, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,70.0,16909091.0,
"Villa Dago Pamulang, Pamulang, Tangerang Selatan, Banten",11,4.0,4.0,182.0,11888112.0,17000000.0
"Jl.Rawa buntu, serpong, BSD, BSD, Tangerang Selatan, Banten",1,3.0,2.0,59.0,12577778.0,11319999.999999998
"Pondok Ranji, Bintaro Tangsel, Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,144.0,24305556.0,17500000.0
"Palem puri bintaro, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,200.0,19747899.0,23500000.0
"Serpong paradise city, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,55.0,8333333.0,
"Bintaro, Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,55.0,10000000.0,
"Jl. Melati 1, Blok B2/14, Kedaung Ciputat, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,110.0,9090909.0,15000000.0
"Golden, BSD, Tangerang Selatan, Banten",1,2.0,1.0,30.0,7985714.0,
"BSD, Tangerang Selatan, Banten",1,3.0,2.0,88.0,25892857143.0,14500000.0
"Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,100.0,13711340.0,13300000.0
"Serpong, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,30.0,8316667.0,
"Serpong, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,30.0,7390000.0,
"BSD, BSD, Tangerang Selatan, Banten",1,2.0,2.0,30.0,7985714.0,
"Kencanaloka, BSD, Tangerang Selatan, Banten",1,6.0,4.0,300.0,19000000.0,38000000.0
"Nusaloka, BSD, BSD, Tangerang Selatan, Banten",1,4.0,3.0,160.0,21938776.0,21500000.0
"Gn. Sindur, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,30.0,8316667.0,
"Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,60.0,13888889.0,12500000.0
"Jl garuda, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,45.0,8333333.0,
"Foglio, foresta, BSD, Tangerang Selatan, Banten",1,6.0,5.0,290.0,20833333.0,55000000.0
"Jl Raya Pinang, Pamulang, Tangerang Selatan, Banten",11,5.0,4.0,450.0,10937500.0,28000000.0
"Serpong Estate, BSD, Tangerang Selatan, Banten",1,5.0,4.0,150.0,18333333.0,16500000.0
"Kencanaloka Ext, BSD, BSD, Tangerang Selatan, Banten",1,4.0,3.0,206.0,20129870.0,31000000.0
"BSD, Tangerang Selatan, Banten",1,3.0,3.0,77.0,36923077.0,24000000.0
"Vila Dago Pamulang, Pamulang, Tangerang Selatan, Banten",11,3.0,3.0,180.0,12500000.0,15000000.0
"BSD, Tangerang Selatan, Banten",1,5.0,5.0,465.0,64000000.0,240000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,450.0,27200000.0,68000000.0
"BSD, BSD, Tangerang Selatan, Banten",1,3.0,4.0,441.0,17528090.0,78000000.0
"Sutera Narada Nykka, Alam Sutera, Tangerang Selatan, Banten",0,5.0,4.0,176.0,36600000.0,51240000.04
"Sutera Narada Nykka, Alam Sutera, Tangerang Selatan, Banten",0,5.0,4.0,176.0,36600000.0,51240000.03
"Sutera Narada Serpong, Alam Sutera, Tangerang Selatan, Banten",0,5.0,4.0,176.0,36600000.0,51240000.019999996
"Puri Bintaro, Bintaro, Tangerang Selatan, Banten",2,9.0,9.0,1000.0,9223301.0,190000000.0
"Puri Bintaro, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,178.0,26785714.0,37500000.0
"Graha Raya, Serpong Utara, Tangerang Selatan, Banten",14,3.0,3.0,107.0,22916667.0,16500000.0
"Binataro sektor 3, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,300.0,13126492.0,55000000.0
"Pondok Cabe, Tangerang Selatan, Pamulang, Tangerang Selatan, Banten",11,3.0,3.0,154.0,17857143.0,15000000.0
"Sektor 3, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,145.0,11326861.0,35000000.0
"Pamulang, Tangerang Selatan, Banten",11,4.0,3.0,90.0,14457831.0,12000000.0
"Jalan H Isa, Ciputat Timur, Tangerang Selatan, Banten",7,5.0,4.0,115.0,25000000.0,18000000.0
"Jl raya Serpong, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,112.0,10714286.0,
"Vila cendana, cempaka putih, ciputat timur, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,148.0,13194444.0,19000000.0
"Serpong, Tangerang Selatan, Banten",13,3.0,2.0,70.0,12000000.0,24000000.0
"Vila Dago Pamulang, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,70.0,12878788.0,
"Jalan lele bambu apus, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,65.0,14983333.0,
"Rumah jalan raya di depan alfamart, ganesha raya, Pamulang, Tangerang Selatan, Banten",11,4.0,3.0,150.0,6000000.0,12000000.0
"Pondok Aren, Tangerang Selatan, Banten",12,5.0,4.0,155.0,24166667.0,29000000.0
"Witana Harja, Pamulang, Tangerang Selatan, Banten",11,4.0,2.0,150.0,7500000.0,27300000.0
"Ciputat Timur, Tangerang Selatan, Banten",7,6.0,4.0,200.0,12214984.0,37500000.0
"Jl suka mulya, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,80.0,9066667.0,
"BSD, Tangerang Selatan, Banten",1,3.0,3.0,120.0,33333333.0,20000000.0
"Jln Bellagio, Serpong, Tangsel, BSD, Tangerang Selatan, Banten",1,3.0,3.0,203.0,22666667.0,40800000.0
"Serpong Utara, Tangerang Selatan, Banten",14,6.0,4.0,190.0,17500000.0,35000000.0
"Jl. Jombang Raya Jombang, Ciputat, Ciputat, Tangerang Selatan, Banten",6,4.0,2.0,200.0,14490566.0,38400000.0
"Lengkong wetan, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,45.0,10753847.0,
"Gading Serpong, Tangerang Selatan, Banten",8,4.0,4.0,650.0,13333333.0,50000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,3.0,3.0,220.0,17361111.0,25000000.0
". Jl. sumatera bintaro terrace 2 tangerang selatan, Serpong, Tangerang Selatan, Banten",13,2.0,2.0,72.0,14833333.0,
"Jl lengkong wetan BSD, BSD, Tangerang Selatan, Banten",1,3.0,2.0,69.0,15766667.0,
"Jl lengkong karya BSD, BSD, Tangerang Selatan, Banten",1,3.0,2.0,60.0,13768116.0,
"Bintaro sektor 3a, Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,60.0,18333333.0,11000000.0
"jl lengkong wetan, Serpong, Tangerang Selatan, Banten",13,3.0,3.0,60.0,16666667.0,10000000.0
"Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,70.0,19230769.0,
"Pondok Aren, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,96.0,21416667.0,12850000.0
"Alam Sutera, Tangerang Selatan, Banten",0,5.0,5.0,250.0,21111111.0,38000000.0
"Alam Sutera, Alam Sutera, Tangerang Selatan, Banten",0,5.0,5.0,750.0,29666667.0,89000000.0
"Nusa loka park, BSD, Tangerang Selatan, Banten",1,2.0,2.0,110.0,18333333.0,22000000.0
"Jl. Dewi Sartika No.34, Ciputat, Kec. Ciputat, Kota Tangerang Selatan, Banten, Ciputat, Tangerang Selatan, Banten",6,4.0,2.0,121.0,15937500.0,15300000.0
"BSD, Tangerang Selatan, Banten",1,3.0,2.0,70.0,16233333.0,
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,144.0,16406250.0,21000000.0
"Alam Sutera, Tangerang Selatan, Banten",0,4.0,3.0,206.0,25333333.0,57000000.0
"Alam Sutera, Tangerang Selatan, Banten",0,4.0,2.0,144.0,16406250000.0,21000000.0
"Cluster Swadaya Tangsel, Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,100.0,17466667.0,13100000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,200.0,9996000.0,24990000.0
"Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,76.0,15078373.0,
"Jl. Bukit Permata Pamulang Tangsel, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,43.0,8472222.0,
"Jl. Raya Cisauk, Serpong, Tangerang Selatan, Banten",13,2.0,2.0,66.0,16666667.0,10000000.0
"Gading serpong, BSD, Tangerang Selatan, Banten",1,4.0,3.0,92.0,28559524.0,23990000.0
"Graha Raya Cornelia, Serpong Utara, Tangerang Selatan, Banten",14,5.0,3.0,144.0,17578125.0,22500000.0
"Jl Raya Pinang, Pamulang, Tangerang Selatan, Banten",11,2.0,2.0,77.0,10000000.0,12000000.0
"Bintaro Jaya Sektor 5, Bintaro, Tangerang Selatan, Banten",2,8.0,5.0,456.0,26666667.0,80000000.0
"Jl. Komp. Puri Bintaro, Ciputat, Tangerang Selatan, Banten",6,6.0,4.0,184.0,16862745.0,43000000.0
"Jl.Palapa Sarua, Ciputat, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,95.0,14444444.0,10400000.0
"Discovery, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,155.0,25833333.0,31000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,4.0,234.0,21428571.0,45000000.0
"Jl Raya Cireundeu, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,3.0,175.0,22321429.0,25000000.0
"Perum Banjar Wijaya Tangerang, Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,114.0,18600000.0,18600000.0
"Bsd, Serpong, tangsel dekat stasiun rawa buntu, Alam Sutera, Tangerang Selatan, Banten",0,3.0,2.0,55.0,11688312.0,
"Bali Resort Serpong, BSD, Tangerang Selatan, Banten",1,2.0,2.0,54.0,14285714.0,12000000.0
"The Green BSD City Cluster Blossomville, BSD, Tangerang Selatan, Banten",1,4.0,4.0,157.0,18434343.0,36500000.0
"Jalan Ruby Residence One, BSD, Tangerang Selatan, Banten",1,5.0,4.0,124.0,21666667.0,19500000.0
"Jalan Taman Edelweis, BSD, Tangerang Selatan, Banten",1,4.0,4.0,175.0,12500000.0,37500000.0
"Nusa jaya pondok ranji bintaro, Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,45.0,12500000.0,
"Graha Raya, Pondok Aren, Tangerang Selatan, Banten",12,4.0,4.0,160.0,26190476.0,22000000.0
"Bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,98.0,26666667.0,24000000.0
"Jl.Deplu Utama Pondok Aren, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,350.0,4854369.0,75000000.0
"BSD, Tangerang Selatan, Banten",1,8.0,6.0,700.0,76086957.0,175000000.0
"Kebayoran bintaro sektor 7, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,240.0,28431373.0,58000000.0
"Discovery bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,120.0,28333333.0,34000000.0
"Jalan Granada, Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,203.0,20979021.0,60000000.0
"Puri bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,200.0,26548673.0,30000000.0
"Bintaro sektor 7, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,300.0,25294118.0,64500000.0
"Kucica bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,300.0,21973094.0,49000000.0
"Bintaro jaya sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,300.0,21973094.0,49000000.0
"Puri  bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,320.0,29896907.0,58000000.0
"Bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,5.0,2.0,260.0,22569444.0,32500000.0
"Maleo bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,150.0,25000000.0,27000000.0
"Discovery bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,177.0,24102564.0,47000000.0
"Permata bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,200.0,26016260.0,32000000.0
